s,a,s',p_r,reward,number_occurrences
<>,START,<START>,1.0,0.0,2000
<A_ACCEPTED | 37>,A_FINALIZED,<A_FINALIZED | 2>,1.0,0.0,806
<O_SENT | 27>,W_Call_after_offer,<O_DECLINED | 52>,0.04,0.0,1
<O_SENT | 27>,W_Call_after_offer,<W_Call_after_offer | 27>,0.8,0.0,20
<O_SENT | 27>,W_Call_after_offer,<W_Call_after_offer | 52>,0.04,0.0,1
<O_SENT | 28>,O_SELECTED,<O_SELECTED | 28>,1.0,0.0,1
<O_SENT | 28>,W_Call_after_offer,<O_DECLINED | 28>,0.08333333333333333,0.0,1
<O_SENT | 28>,W_Call_after_offer,<W_Call_after_offer | 28>,0.75,0.0,9
<O_SENT | 28>,W_Call_after_offer,<W_Call_after_offer | 32>,0.16666666666666666,0.0,2
<O_SENT | 31>,O_CANCELLED,<O_ACCEPTED | 62>,1.0,0.0,1
<O_SENT | 31>,O_SELECTED,<O_SELECTED | 27>,0.3333333333333333,0.0,1
<O_SENT | 31>,O_SELECTED,<O_SELECTED | 31>,0.6666666666666666,0.0,2
<O_SENT | 31>,W_Call_after_offer,<O_ACCEPTED | 31>,0.09090909090909091,0.0,2
<O_SENT | 31>,W_Call_after_offer,<W_Call_after_offer | 16>,0.045454545454545456,0.0,1
<O_SENT | 31>,W_Call_after_offer,<W_Call_after_offer | 27>,0.09090909090909091,0.0,2
<O_SENT | 31>,W_Call_after_offer,<W_Call_after_offer | 31>,0.7727272727272727,0.0,17
<O_SENT | 32>,W_Call_after_offer,<O_ACCEPTED | 32>,0.16666666666666666,0.0,1
<O_SENT | 32>,W_Call_after_offer,<W_Call_after_offer | 32>,0.8333333333333334,0.0,5
<O_SENT | 34>,O_SELECTED,<O_SELECTED | 34>,1.0,0.0,3
<O_SENT | 34>,W_Call_after_offer,<O_ACCEPTED | 14>,0.03225806451612903,0.0,1
<O_SENT | 34>,W_Call_after_offer,<O_ACCEPTED | 22>,0.03225806451612903,0.0,1
<O_SENT | 34>,W_Call_after_offer,<O_ACCEPTED | 34>,0.12903225806451613,0.0,4
<O_SENT | 34>,W_Call_after_offer,<W_Call_after_offer | 14>,0.03225806451612903,0.0,1
<O_SENT | 34>,W_Call_after_offer,<W_Call_after_offer | 22>,0.03225806451612903,0.0,1
<O_SENT | 34>,W_Call_after_offer,<W_Call_after_offer | 34>,0.7419354838709677,0.0,23
<O_SENT | 3>,O_SELECTED,<O_SELECTED | 3>,1.0,0.0,2
<O_SENT | 3>,W_Call_after_offer,<W_Call_after_offer | 3>,1.0,0.0,6
<O_SENT | 42>,O_SELECTED,<O_SELECTED | 42>,1.0,0.0,11
<O_SENT | 42>,W_Call_after_offer,<O_ACCEPTED | 42>,0.08333333333333333,0.0,7
<O_SENT | 42>,W_Call_after_offer,<O_ACCEPTED | 9>,0.023809523809523808,0.0,2
<O_SENT | 42>,W_Call_after_offer,<W_Call_after_offer | 42>,0.75,0.0,63
<O_SENT | 42>,W_Call_after_offer,<W_Call_after_offer | 70>,0.011904761904761904,0.0,1
<O_SENT | 42>,W_Call_after_offer,<W_Call_after_offer | 9>,0.13095238095238096,0.0,11
<O_SENT | 45>,O_CANCELLED,<O_CANCELLED | 96>,1.0,0.0,1
<O_SENT | 45>,O_SELECTED,<O_SELECTED | 45>,1.0,0.0,2
<O_SENT | 45>,W_Call_after_offer,<O_ACCEPTED | 45>,0.09375,0.0,3
<O_SENT | 45>,W_Call_after_offer,<O_DECLINED | 66>,0.03125,0.0,1
<O_SENT | 45>,W_Call_after_offer,<O_SENT_BACK | 45>,0.0625,0.0,2
<O_SENT | 45>,W_Call_after_offer,<W_Call_after_offer | 45>,0.71875,0.0,23
<O_SENT | 45>,W_Call_after_offer,<W_Call_after_offer | 66>,0.09375,0.0,3
<O_SENT | 46>,O_SELECTED,<O_SELECTED | 46>,1.0,0.0,4
<O_SENT | 46>,W_Call_after_offer,<O_ACCEPTED | 24>,0.023809523809523808,0.0,2
<O_SENT | 46>,W_Call_after_offer,<O_ACCEPTED | 46>,0.011904761904761904,0.0,1
<O_SENT | 46>,W_Call_after_offer,<O_ACCEPTED | 79>,0.011904761904761904,0.0,1
<O_SENT | 46>,W_Call_after_offer,<O_DECLINED | 24>,0.023809523809523808,0.0,2
<O_SENT | 46>,W_Call_after_offer,<O_DECLINED | 46>,0.023809523809523808,0.0,2
<O_SENT | 46>,W_Call_after_offer,<O_SENT_BACK | 24>,0.011904761904761904,0.0,1
<O_SENT | 46>,W_Call_after_offer,<O_SENT_BACK | 46>,0.08333333333333333,0.0,7
<O_SENT | 46>,W_Call_after_offer,<O_SENT_BACK | 79>,0.011904761904761904,0.0,1
<O_SENT | 46>,W_Call_after_offer,<W_Call_after_offer | 24>,0.13095238095238096,0.0,11
<O_SENT | 46>,W_Call_after_offer,<W_Call_after_offer | 46>,0.6666666666666666,0.0,56
<O_SENT | 47>,O_SELECTED,<O_SELECTED | 47>,1.0,0.0,2
<O_SENT | 47>,W_Call_after_offer,<O_DECLINED | 12>,0.125,0.0,2
<O_SENT | 47>,W_Call_after_offer,<O_SENT_BACK | 12>,0.1875,0.0,3
<O_SENT | 47>,W_Call_after_offer,<O_SENT_BACK | 8>,0.125,0.0,2
<O_SENT | 47>,W_Call_after_offer,<W_Call_after_offer | 47>,0.5625,0.0,9
<O_SENT | 48>,O_SELECTED,<O_SELECTED | 48>,1.0,0.0,1
<O_SENT | 48>,W_Call_after_offer,<O_ACCEPTED | 48>,0.07692307692307693,0.0,2
<O_SENT | 48>,W_Call_after_offer,<W_Call_after_offer | 48>,0.9230769230769231,0.0,24
<O_SENT | 49>,O_CANCELLED,<O_CANCELLED | 49>,1.0,0.0,1
<O_SENT | 49>,O_SELECTED,<O_SELECTED | 49>,1.0,0.0,5
<O_SENT | 49>,W_Call_after_offer,<O_ACCEPTED | 49>,0.10810810810810811,0.0,4
<O_SENT | 49>,W_Call_after_offer,<W_Call_after_offer | 16>,0.05405405405405406,0.0,2
<O_SENT | 49>,W_Call_after_offer,<W_Call_after_offer | 31>,0.02702702702702703,0.0,1
<O_SENT | 49>,W_Call_after_offer,<W_Call_after_offer | 49>,0.8108108108108109,0.0,30
<O_SENT | 4>,O_SELECTED,<O_SELECTED | 4>,1.0,0.0,1
<O_SENT | 4>,W_Call_after_offer,<O_ACCEPTED | 34>,0.034482758620689655,0.0,1
<O_SENT | 4>,W_Call_after_offer,<O_ACCEPTED | 4>,0.10344827586206896,0.0,3
<O_SENT | 4>,W_Call_after_offer,<W_Call_after_offer | 34>,0.034482758620689655,0.0,1
<O_SENT | 4>,W_Call_after_offer,<W_Call_after_offer | 4>,0.7931034482758621,0.0,23
<O_SENT | 4>,W_Call_after_offer,<W_Call_after_offer | 52>,0.034482758620689655,0.0,1
<O_SENT | 51>,O_SELECTED,<O_SELECTED | 51>,1.0,0.0,2
<O_SENT | 51>,W_Call_after_offer,<O_ACCEPTED | 51>,0.125,0.0,4
<O_SENT | 51>,W_Call_after_offer,<O_ACCEPTED | 9>,0.03125,0.0,1
<O_SENT | 51>,W_Call_after_offer,<O_SENT_BACK | 51>,0.03125,0.0,1
<O_SENT | 51>,W_Call_after_offer,<W_Call_after_offer | 42>,0.09375,0.0,3
<O_SENT | 51>,W_Call_after_offer,<W_Call_after_offer | 51>,0.40625,0.0,13
<O_SENT | 51>,W_Call_after_offer,<W_Call_after_offer | 70>,0.125,0.0,4
<O_SENT | 51>,W_Call_after_offer,<W_Call_after_offer | 9>,0.1875,0.0,6
<O_SENT | 52>,O_SELECTED,<O_SELECTED | 52>,1.0,0.0,1
<O_SENT | 52>,W_Call_after_offer,<O_ACCEPTED | 52>,0.14285714285714285,0.0,1
<O_SENT | 52>,W_Call_after_offer,<W_Call_after_offer | 52>,0.7142857142857143,0.0,5
<O_SENT | 52>,W_Call_after_offer,<W_Call_after_offer | 90>,0.14285714285714285,0.0,1
<O_SENT | 58>,W_Call_after_offer,<O_ACCEPTED | 31>,0.022222222222222223,0.0,1
<O_SENT | 58>,W_Call_after_offer,<O_ACCEPTED | 58>,0.06666666666666667,0.0,3
<O_SENT | 58>,W_Call_after_offer,<W_Call_after_offer | 31>,0.044444444444444446,0.0,2
<O_SENT | 58>,W_Call_after_offer,<W_Call_after_offer | 49>,0.022222222222222223,0.0,1
<O_SENT | 58>,W_Call_after_offer,<W_Call_after_offer | 58>,0.8444444444444444,0.0,38
<O_SENT | 5>,O_CANCELLED,<O_CANCELLED | 5>,1.0,0.0,1
<O_SENT | 5>,O_SELECTED,<O_SELECTED | 42>,0.125,0.0,1
<O_SENT | 5>,O_SELECTED,<O_SELECTED | 5>,0.625,0.0,5
<O_SENT | 5>,O_SELECTED,<O_SELECTED | 84>,0.25,0.0,2
<O_SENT | 5>,W_Call_after_offer,<O_ACCEPTED | 51>,0.03076923076923077,0.0,2
<O_SENT | 5>,W_Call_after_offer,<O_ACCEPTED | 5>,0.015384615384615385,0.0,1
<O_SENT | 5>,W_Call_after_offer,<O_ACCEPTED | 84>,0.046153846153846156,0.0,3
<O_SENT | 5>,W_Call_after_offer,<O_DECLINED | 84>,0.03076923076923077,0.0,2
<O_SENT | 5>,W_Call_after_offer,<O_SENT_BACK | 51>,0.03076923076923077,0.0,2
<O_SENT | 5>,W_Call_after_offer,<O_SENT_BACK | 5>,0.046153846153846156,0.0,3
<O_SENT | 5>,W_Call_after_offer,<O_SENT_BACK | 84>,0.03076923076923077,0.0,2
<O_SENT | 5>,W_Call_after_offer,<W_Call_after_offer | 42>,0.09230769230769231,0.0,6
<O_SENT | 5>,W_Call_after_offer,<W_Call_after_offer | 51>,0.06153846153846154,0.0,4
<O_SENT | 5>,W_Call_after_offer,<W_Call_after_offer | 5>,0.47692307692307695,0.0,31
<O_SENT | 5>,W_Call_after_offer,<W_Call_after_offer | 84>,0.13846153846153847,0.0,9
<O_SENT | 60>,O_SELECTED,<O_SELECTED | 60>,1.0,0.0,11
<O_SENT | 60>,W_Call_after_offer,<O_ACCEPTED | 60>,0.0051813471502590676,0.0,1
<O_SENT | 60>,W_Call_after_offer,<O_ACCEPTED | 73>,0.08290155440414508,0.0,16
<O_SENT | 60>,W_Call_after_offer,<O_DECLINED | 73>,0.010362694300518135,0.0,2
<O_SENT | 60>,W_Call_after_offer,<O_SENT_BACK | 60>,0.0051813471502590676,0.0,1
<O_SENT | 60>,W_Call_after_offer,<O_SENT_BACK | 73>,0.11398963730569948,0.0,22
<O_SENT | 60>,W_Call_after_offer,<W_Call_after_offer | 5>,0.025906735751295335,0.0,5
<O_SENT | 60>,W_Call_after_offer,<W_Call_after_offer | 60>,0.6683937823834197,0.0,129
<O_SENT | 60>,W_Call_after_offer,<W_Call_after_offer | 73>,0.08808290155440414,0.0,17
<O_SENT | 62>,O_CANCELLED,<O_CANCELLED | 62>,1.0,0.0,1
<O_SENT | 62>,O_SELECTED,<O_SELECTED | 62>,1.0,0.0,4
<O_SENT | 62>,W_Call_after_offer,<O_ACCEPTED | 62>,0.045454545454545456,0.0,1
<O_SENT | 62>,W_Call_after_offer,<W_Call_after_offer | 4>,0.045454545454545456,0.0,1
<O_SENT | 62>,W_Call_after_offer,<W_Call_after_offer | 62>,0.8636363636363636,0.0,19
<O_SENT | 62>,W_Call_after_offer,<W_Call_after_offer | 99>,0.045454545454545456,0.0,1
<O_SENT | 63>,O_SELECTED,<O_SELECTED | 45>,0.25,0.0,1
<O_SENT | 63>,O_SELECTED,<O_SELECTED | 63>,0.75,0.0,3
<O_SENT | 63>,W_Call_after_offer,<O_ACCEPTED | 63>,0.03571428571428571,0.0,1
<O_SENT | 63>,W_Call_after_offer,<O_DECLINED | 45>,0.03571428571428571,0.0,1
<O_SENT | 63>,W_Call_after_offer,<O_SENT_BACK | 63>,0.07142857142857142,0.0,2
<O_SENT | 63>,W_Call_after_offer,<W_Call_after_offer | 1>,0.07142857142857142,0.0,2
<O_SENT | 63>,W_Call_after_offer,<W_Call_after_offer | 45>,0.21428571428571427,0.0,6
<O_SENT | 63>,W_Call_after_offer,<W_Call_after_offer | 63>,0.5714285714285714,0.0,16
<O_SENT | 64>,O_SELECTED,<O_SELECTED | 64>,1.0,0.0,1
<O_SENT | 64>,W_Call_after_offer,<O_ACCEPTED | 64>,0.11538461538461539,0.0,3
<O_SENT | 64>,W_Call_after_offer,<O_DECLINED | 64>,0.038461538461538464,0.0,1
<O_SENT | 64>,W_Call_after_offer,<W_Call_after_offer | 62>,0.07692307692307693,0.0,2
<O_SENT | 64>,W_Call_after_offer,<W_Call_after_offer | 64>,0.7692307692307693,0.0,20
<O_SENT | 66>,O_CANCELLED,<O_CANCELLED | 66>,1.0,0.0,2
<O_SENT | 66>,O_SELECTED,<O_SELECTED | 66>,1.0,0.0,1
<O_SENT | 66>,W_Call_after_offer,<O_ACCEPTED | 66>,0.1590909090909091,0.0,7
<O_SENT | 66>,W_Call_after_offer,<O_ACCEPTED | 96>,0.045454545454545456,0.0,2
<O_SENT | 66>,W_Call_after_offer,<O_DECLINED | 64>,0.022727272727272728,0.0,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 21>,0.045454545454545456,0.0,2
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 64>,0.022727272727272728,0.0,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 66>,0.6363636363636364,0.0,28
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 96>,0.06818181818181818,0.0,3
<O_SENT | 70>,O_SELECTED,<O_SELECTED | 70>,0.6666666666666666,0.0,2
<O_SENT | 70>,O_SELECTED,<O_SELECTED | 9>,0.3333333333333333,0.0,1
<O_SENT | 70>,W_Call_after_offer,<O_ACCEPTED | 58>,0.047619047619047616,0.0,2
<O_SENT | 70>,W_Call_after_offer,<O_ACCEPTED | 70>,0.047619047619047616,0.0,2
<O_SENT | 70>,W_Call_after_offer,<O_DECLINED | 70>,0.023809523809523808,0.0,1
<O_SENT | 70>,W_Call_after_offer,<W_Call_after_offer | 58>,0.11904761904761904,0.0,5
<O_SENT | 70>,W_Call_after_offer,<W_Call_after_offer | 70>,0.7619047619047619,0.0,32
<O_SENT | 71>,O_SELECTED,<O_SELECTED | 16>,0.2,0.0,1
<O_SENT | 71>,O_SELECTED,<O_SELECTED | 71>,0.8,0.0,4
<O_SENT | 71>,W_Call_after_offer,<O_ACCEPTED | 16>,0.05263157894736842,0.0,1
<O_SENT | 71>,W_Call_after_offer,<W_Call_after_offer | 16>,0.05263157894736842,0.0,1
<O_SENT | 71>,W_Call_after_offer,<W_Call_after_offer | 71>,0.8947368421052632,0.0,17
<O_SENT | 73>,O_SELECTED,<O_SELECTED | 42>,0.5,0.0,2
<O_SENT | 73>,O_SELECTED,<O_SELECTED | 73>,0.5,0.0,2
<O_SENT | 73>,W_Call_after_offer,<O_ACCEPTED | 42>,0.029411764705882353,0.0,2
<O_SENT | 73>,W_Call_after_offer,<O_ACCEPTED | 51>,0.029411764705882353,0.0,2
<O_SENT | 73>,W_Call_after_offer,<O_ACCEPTED | 73>,0.029411764705882353,0.0,2
<O_SENT | 73>,W_Call_after_offer,<O_SENT_BACK | 42>,0.014705882352941176,0.0,1
<O_SENT | 73>,W_Call_after_offer,<O_SENT_BACK | 73>,0.014705882352941176,0.0,1
<O_SENT | 73>,W_Call_after_offer,<W_Call_after_offer | 42>,0.17647058823529413,0.0,12
<O_SENT | 73>,W_Call_after_offer,<W_Call_after_offer | 51>,0.014705882352941176,0.0,1
<O_SENT | 73>,W_Call_after_offer,<W_Call_after_offer | 73>,0.6911764705882353,0.0,47
<O_SENT | 76>,O_SELECTED,<O_SELECTED | 47>,0.25,0.0,1
<O_SENT | 76>,O_SELECTED,<O_SELECTED | 76>,0.75,0.0,3
<O_SENT | 76>,W_Call_after_offer,<O_DECLINED | 12>,0.029411764705882353,0.0,1
<O_SENT | 76>,W_Call_after_offer,<O_SENT_BACK | 12>,0.38235294117647056,0.0,13
<O_SENT | 76>,W_Call_after_offer,<W_Call_after_offer | 47>,0.17647058823529413,0.0,6
<O_SENT | 76>,W_Call_after_offer,<W_Call_after_offer | 76>,0.4117647058823529,0.0,14
<O_SENT | 79>,W_Call_after_offer,<O_ACCEPTED | 24>,0.16666666666666666,0.0,1
<O_SENT | 79>,W_Call_after_offer,<O_SENT_BACK | 79>,0.16666666666666666,0.0,1
<O_SENT | 79>,W_Call_after_offer,<O_SENT_BACK | 82>,0.16666666666666666,0.0,1
<O_SENT | 79>,W_Call_after_offer,<W_Call_after_offer | 79>,0.5,0.0,3
<O_SENT | 82>,O_CANCELLED,<O_ACCEPTED | 91>,1.0,0.0,1
<O_SENT | 82>,O_SELECTED,<O_SELECTED | 71>,0.25,0.0,1
<O_SENT | 82>,O_SELECTED,<O_SELECTED | 82>,0.75,0.0,3
<O_SENT | 82>,W_Call_after_offer,<O_ACCEPTED | 71>,0.03571428571428571,0.0,1
<O_SENT | 82>,W_Call_after_offer,<O_ACCEPTED | 82>,0.10714285714285714,0.0,3
<O_SENT | 82>,W_Call_after_offer,<W_Call_after_offer | 71>,0.10714285714285714,0.0,3
<O_SENT | 82>,W_Call_after_offer,<W_Call_after_offer | 82>,0.75,0.0,21
<O_SENT | 83>,O_SELECTED,<O_SELECTED | 83>,1.0,0.0,1
<O_SENT | 83>,W_Call_after_offer,<O_ACCEPTED | 83>,0.2222222222222222,0.0,2
<O_SENT | 83>,W_Call_after_offer,<W_Call_after_offer | 83>,0.6666666666666666,0.0,6
<O_SENT | 83>,W_Call_after_offer,<W_Call_after_offer | 88>,0.1111111111111111,0.0,1
<O_SENT | 84>,O_SELECTED,<O_SELECTED | 70>,0.5,0.0,3
<O_SENT | 84>,O_SELECTED,<O_SELECTED | 84>,0.5,0.0,3
<O_SENT | 84>,W_Call_after_offer,<O_ACCEPTED | 70>,0.1,0.0,3
<O_SENT | 84>,W_Call_after_offer,<O_DECLINED | 70>,0.03333333333333333,0.0,1
<O_SENT | 84>,W_Call_after_offer,<O_DECLINED | 84>,0.03333333333333333,0.0,1
<O_SENT | 84>,W_Call_after_offer,<O_SENT_BACK | 70>,0.03333333333333333,0.0,1
<O_SENT | 84>,W_Call_after_offer,<W_Call_after_offer | 70>,0.16666666666666666,0.0,5
<O_SENT | 84>,W_Call_after_offer,<W_Call_after_offer | 84>,0.6333333333333333,0.0,19
<O_SENT | 88>,W_Call_after_offer,<O_ACCEPTED | 88>,0.13636363636363635,0.0,3
<O_SENT | 88>,W_Call_after_offer,<O_DECLINED | 88>,0.045454545454545456,0.0,1
<O_SENT | 88>,W_Call_after_offer,<W_Call_after_offer | 88>,0.8181818181818182,0.0,18
<O_SENT | 8>,O_SELECTED,<O_SELECTED | 8>,1.0,0.0,6
<O_SENT | 8>,W_Call_after_offer,<O_DECLINED | 8>,0.12903225806451613,0.0,8
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 8>,0.3870967741935484,0.0,24
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 8>,0.4838709677419355,0.0,30
<O_SENT | 90>,W_Call_after_offer,<O_ACCEPTED | 90>,0.2,0.0,1
<O_SENT | 90>,W_Call_after_offer,<W_Call_after_offer | 90>,0.8,0.0,4
<O_SENT | 91>,O_SELECTED,<O_SELECTED | 48>,0.6666666666666666,0.0,2
<O_SENT | 91>,O_SELECTED,<O_SELECTED | 91>,0.3333333333333333,0.0,1
<O_SENT | 91>,W_Call_after_offer,<O_ACCEPTED | 48>,0.05555555555555555,0.0,2
<O_SENT | 91>,W_Call_after_offer,<O_ACCEPTED | 91>,0.1111111111111111,0.0,4
<O_SENT | 91>,W_Call_after_offer,<W_Call_after_offer | 48>,0.05555555555555555,0.0,2
<O_SENT | 91>,W_Call_after_offer,<W_Call_after_offer | 83>,0.027777777777777776,0.0,1
<O_SENT | 91>,W_Call_after_offer,<W_Call_after_offer | 91>,0.75,0.0,27
<O_SENT | 92>,O_SELECTED,<O_SELECTED | 92>,1.0,0.0,2
<O_SENT | 92>,W_Call_after_offer,<O_ACCEPTED | 92>,0.13333333333333333,0.0,2
<O_SENT | 92>,W_Call_after_offer,<W_Call_after_offer | 92>,0.8666666666666667,0.0,13
<O_SENT | 93>,O_SELECTED,<O_SELECTED | 73>,1.0,0.0,1
<O_SENT | 93>,W_Call_after_offer,<O_ACCEPTED | 73>,0.15384615384615385,0.0,2
<O_SENT | 93>,W_Call_after_offer,<O_SENT_BACK | 51>,0.23076923076923078,0.0,3
<O_SENT | 93>,W_Call_after_offer,<W_Call_after_offer | 51>,0.07692307692307693,0.0,1
<O_SENT | 93>,W_Call_after_offer,<W_Call_after_offer | 5>,0.07692307692307693,0.0,1
<O_SENT | 93>,W_Call_after_offer,<W_Call_after_offer | 73>,0.46153846153846156,0.0,6
<O_SENT | 94>,O_SELECTED,<O_SELECTED | 94>,1.0,0.0,2
<O_SENT | 94>,W_Call_after_offer,<W_Call_after_offer | 14>,0.1,0.0,1
<O_SENT | 94>,W_Call_after_offer,<W_Call_after_offer | 94>,0.9,0.0,9
<O_SENT | 96>,O_CANCELLED,<O_CANCELLED | 96>,1.0,0.0,1
<O_SENT | 96>,O_SELECTED,<O_SELECTED | 21>,0.5,0.0,2
<O_SENT | 96>,O_SELECTED,<O_SELECTED | 96>,0.5,0.0,2
<O_SENT | 96>,W_Call_after_offer,<O_ACCEPTED | 21>,0.07692307692307693,0.0,2
<O_SENT | 96>,W_Call_after_offer,<O_ACCEPTED | 96>,0.11538461538461539,0.0,3
<O_SENT | 96>,W_Call_after_offer,<W_Call_after_offer | 21>,0.07692307692307693,0.0,2
<O_SENT | 96>,W_Call_after_offer,<W_Call_after_offer | 96>,0.7307692307692307,0.0,19
<O_SENT | 98>,W_Call_after_offer,<W_Call_after_offer | 98>,1.0,0.0,5
<O_SENT | 99>,O_SELECTED,<O_SELECTED | 99>,1.0,0.0,1
<O_SENT | 99>,W_Call_after_offer,<O_ACCEPTED | 99>,0.1,0.0,2
<O_SENT | 99>,W_Call_after_offer,<W_Call_after_offer | 99>,0.9,0.0,18
<O_SENT | 9>,O_SELECTED,<O_SELECTED | 49>,0.25,0.0,1
<O_SENT | 9>,O_SELECTED,<O_SELECTED | 9>,0.75,0.0,3
<O_SENT | 9>,W_Call_after_offer,<O_ACCEPTED | 9>,0.09523809523809523,0.0,6
<O_SENT | 9>,W_Call_after_offer,<W_Call_after_offer | 49>,0.09523809523809523,0.0,6
<O_SENT | 9>,W_Call_after_offer,<W_Call_after_offer | 9>,0.8095238095238095,0.0,51
<O_SENT_BACK | 12>,W_Assess_application,<O_ACCEPTED | 15>,0.012605042016806723,0.0,6
<O_SENT_BACK | 12>,W_Assess_application,<O_ACCEPTED | 46>,0.0021008403361344537,0.0,1
<O_SENT_BACK | 12>,W_Assess_application,<O_DECLINED | 46>,0.004201680672268907,0.0,2
<O_SENT_BACK | 12>,W_Assess_application,<W_Assess_application | 43>,0.907563025210084,0.0,432
<O_SENT_BACK | 12>,W_Assess_application,<W_Assess_application | 85>,0.07352941176470588,0.0,35
<O_SENT_BACK | 19>,W_Assess_application,<W_Assess_application | 19>,1.0,0.0,6
<O_SENT_BACK | 1>,W_Assess_application,<W_Assess_application | 1>,0.75,0.0,3
<O_SENT_BACK | 1>,W_Assess_application,<W_Assess_application | 64>,0.25,0.0,1
<O_SENT_BACK | 24>,W_Assess_application,<O_ACCEPTED | 24>,0.2,0.0,2
<O_SENT_BACK | 24>,W_Assess_application,<W_Assess_application | 24>,0.6,0.0,6
<O_SENT_BACK | 24>,W_Assess_application,<W_Assess_application | 79>,0.2,0.0,2
<O_SENT_BACK | 42>,W_Assess_application,<W_Assess_application | 51>,1.0,0.0,1
<O_SENT_BACK | 45>,W_Assess_application,<W_Assess_application | 45>,0.6666666666666666,0.0,2
<O_SENT_BACK | 45>,W_Assess_application,<W_Assess_application | 91>,0.3333333333333333,0.0,1
<O_SENT_BACK | 46>,W_Assess_application,<W_Assess_application | 46>,0.8823529411764706,0.0,15
<O_SENT_BACK | 46>,W_Assess_application,<W_Assess_application | 79>,0.11764705882352941,0.0,2
<O_SENT_BACK | 47>,W_Assess_application,<W_Assess_application | 43>,0.5,0.0,2
<O_SENT_BACK | 47>,W_Assess_application,<W_Assess_application | 47>,0.5,0.0,2
<O_SENT_BACK | 51>,W_Assess_application,<O_ACCEPTED | 84>,0.06666666666666667,0.0,1
<O_SENT_BACK | 51>,W_Assess_application,<W_Assess_application | 51>,0.3333333333333333,0.0,5
<O_SENT_BACK | 51>,W_Assess_application,<W_Assess_application | 5>,0.2,0.0,3
<O_SENT_BACK | 51>,W_Assess_application,<W_Assess_application | 84>,0.4,0.0,6
<O_SENT_BACK | 5>,W_Assess_application,<W_Assess_application | 5>,0.6666666666666666,0.0,2
<O_SENT_BACK | 5>,W_Assess_application,<W_Assess_application | 84>,0.3333333333333333,0.0,1
<O_SENT_BACK | 60>,W_Assess_application,<W_Assess_application | 60>,0.6666666666666666,0.0,2
<O_SENT_BACK | 60>,W_Assess_application,<W_Assess_application | 73>,0.3333333333333333,0.0,1
<O_SENT_BACK | 63>,W_Assess_application,<W_Assess_application | 63>,1.0,0.0,3
<O_SENT_BACK | 70>,W_Assess_application,<W_Assess_application | 70>,1.0,0.0,1
<O_SENT_BACK | 73>,W_Assess_application,<W_Assess_application | 5>,0.3958333333333333,0.0,19
<O_SENT_BACK | 73>,W_Assess_application,<W_Assess_application | 73>,0.6041666666666666,0.0,29
<O_SENT_BACK | 76>,W_Assess_application,<O_ACCEPTED | 15>,0.05555555555555555,0.0,1
<O_SENT_BACK | 76>,W_Assess_application,<W_Assess_application | 43>,0.05555555555555555,0.0,1
<O_SENT_BACK | 76>,W_Assess_application,<W_Assess_application | 76>,0.8888888888888888,0.0,16
<O_SENT_BACK | 79>,W_Assess_application,<W_Assess_application | 79>,1.0,0.0,6
<O_SENT_BACK | 82>,W_Assess_application,<W_Assess_application | 82>,1.0,0.0,1
<O_SENT_BACK | 84>,W_Assess_application,<W_Assess_application | 84>,1.0,0.0,3
<O_SENT_BACK | 8>,W_Assess_application,<O_ACCEPTED | 24>,0.008264462809917356,0.0,1
<O_SENT_BACK | 8>,W_Assess_application,<O_ACCEPTED | 46>,0.008264462809917356,0.0,1
<O_SENT_BACK | 8>,W_Assess_application,<O_ACCEPTED | 79>,0.008264462809917356,0.0,1
<O_SENT_BACK | 8>,W_Assess_application,<O_DECLINED | 46>,0.008264462809917356,0.0,1
<O_SENT_BACK | 8>,W_Assess_application,<W_Assess_application | 24>,0.03305785123966942,0.0,4
<O_SENT_BACK | 8>,W_Assess_application,<W_Assess_application | 82>,0.008264462809917356,0.0,1
<O_SENT_BACK | 8>,W_Assess_application,<W_Assess_application | 85>,0.9256198347107438,0.0,112
<START>,A_SUBMITTED,<A_SUBMITTED | 55>,1.0,0.0,2000
<W_Assess_application | 15>,END,<END | 15>,1.0,0.08786570333969594,1
<W_Assess_application | 15>,O_CANCELLED,<A_CANCELLED | 15>,0.3333333333333333,0.0,2
<W_Assess_application | 15>,O_CANCELLED,<O_DECLINED | 15>,0.6666666666666666,0.0,4
<W_Assess_application | 15>,O_SELECTED,<O_SELECTED | 15>,1.0,0.0,34
<W_Assess_application | 15>,W_Assess_application,<O_ACCEPTED | 15>,0.05128205128205128,0.0,6
<W_Assess_application | 15>,W_Assess_application,<O_DECLINED | 15>,0.008547008547008548,0.0,1
<W_Assess_application | 15>,W_Assess_application,<W_Assess_application | 15>,0.9401709401709402,0.0,110
<W_Assess_application | 15>,W_Call_missing_information,<O_ACCEPTED | 0>,0.10071942446043165,0.0,14
<W_Assess_application | 15>,W_Call_missing_information,<O_ACCEPTED | 93>,0.014388489208633094,0.0,2
<W_Assess_application | 15>,W_Call_missing_information,<O_DECLINED | 0>,0.02877697841726619,0.0,4
